acronym,administrative_territory_coverage,automatic_update,broadcast_mode,contact,contact_type,data_domain,description,environment,exposure_factor,exposure_factor_category,geographical_information_level,has_compliance,has_documentation,has_filter,has_missing_data,has_pricing,has_search_engine,is_geospatial_data,last_inserted,last_modification,last_updated,license_name,license_type,name,nature,organizations,other_access_points,projection_system,related_geographical_information,subthematic,temporal_scale,theme_category,update_frequency,url,year
,France et DROM-COM,False,,Virginie Schwartz,email,Environnement,"Champs d'analyse et de prévisions en points de grilles, issus du modèle atmosphérique Aladin sur 5 domaines (France métropolitaine, Antilles-Guyane, Rénuion, Polynésie, Nouvelle-Calédonie). Paramètres, niveaux, échéances et domaines paramétrables selon diverses résolutions et échéances jusqu'à H+84h.",Air,Facteurs météorologiques|polluants de l'air,Facteurs météorologiques|polluants de l'air,LatitudeLongitude,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,Licence Ouverte Etalab,Attribution,Données de modèle atmosphérique à aire limitée,,Météo France,,,False,Prévision atmosphérique,H|H3,Environnement,H12,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=238&id_rubrique=42,"['mars 2012', 'en cours']"
,France métropolitaine et DROM,False,,Direction de la prévention des pollutions et des risques,email,Environnement,"Sites et sols pollués (ou potentiellement pollués) appelant une action des pouvoirs publics, à titre préventif ou curatif. Identification et localisation du site, caractérisation du site, description du site, situation technique du site et caract􏰁risation de l􏰀impact, utilisation et environnement du site, impacts constat􏰁s, surveillance du site et restriction d􏰀usage, traitements effectués",Sols,Polluants du sol (composés organiques et métaux),Polluants du sol (composés organiques et métaux),Point de mesure|Adresse|Coordonnées xy,True,True,True,False,False,True,True,2021-01-11T00:02:00.000Z,2021-01-11T00:02:00.000Z,,Licence Ouverte Etalab,Attribution,BASOL,,MTES,DataGouv|Géorisque,Lambert93|Lambert2 étendu,False,Sites et sols pollués,None,Environnement,Irrégulière,https://www.georisques.gouv.fr/articles-risques/basol#acces-aux-donnees-,"['1992', 'en cours']"
SISE-Eaux,France métropolitaine et DROM,False,,DGS,email,Environnement,"Descriptif général des installations de captage, production et distribution des eaux ; Descriptif des sites de baignade ; Descriptif des points de surveillance ; Résultats d'analyses du contrôle sanitaire des eaux destinées à la consommation humaine, des eaux minérales, des eaux de baignade et pour certains départements des eaux de piscine",Eau,Polluants de l'eau de boisson,Polluants de l'eau de boisson,Point de mesure|Coordonnées xy,True,False,False,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2021-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,Système d'information en Santé-Environnement sur les Eaux,,DGS / Ministère de la Santé et des Solidarités,https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_,,True,Qualité des eaux,None,Environnement,Semestrielle,https://ades.eaufrance.fr/Recherche,"['1994', 'en cours']"
,France métropolitaine et DROM,False,,MTES,email,Environnement,Des informations sur la contamination des eaux souterraines par les pesticides sont régulièrement diffusées.Elles s'appuient sur l'exploitation des données provenant du réseau de surveillance des nappes souterrainesqui comprend près de 2 200 stations de mesures réparties sur le territoire français (métropole et outremer).,Eau,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Point de mesure|Coordonnées xy|Code INSEE,True,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2012-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,Pesticides dans les eaux souterraines,Pesticides,MTES,ADES,,True,Pollution des eaux souterraines,Y,Environnement,Annuelle,,"['2007', '2012']"
,,False,,MTES,email,Environnement,Base de données de produits biocides déclarés,,Pesticides|biocides|NDVI|métaux,Pesticides|biocides|NDVI|métaux,,True,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2018-01-01T00:10:00.000Z,Licence Ouverte Etalab,Attribution,Produits Biocides,Pesticides,MTES,,,False,Biocides,None,Environnement,Irrégulière,https://www.data.gouv.fr/fr/datasets/produits-biocides-30381961/,['N/A']
IREP,France métropolitaine et DROM,False,,georisques@developpement-durable.gouv.fr,email,Environnement,"Ce registre des rejets et des transferts de polluants (RRTP) est un inventaire national :- des substances chimiques et/ou des polluants potentiellement dangereux rejetés dans l'air, l'eau et le sol- de la production et du traitement des déchets dangereux et non dangereuxDéclaration annuelles des déchets et des émissions polluantes dans l'air, l'eau, le sol par les exploitants des installations classées soumises à l'arrêté du 31 janvier 2008 ; Les déclarations portent sur 160 polluants dans l'air et dans l'eau, 130 dans le sol et environ 850 déchets",Sols|Eau|Air,,,Site|Coordonnées xy,False,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2021-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,Registre Français des émissions polluantes,,MTES,Géorisques,,False,Emissions polluantes et Déchets,None,Environnement,Irrégulière,https://www.data.gouv.fr/fr/datasets/registre-francais-des-emissions-polluantes/#_,"['2003', 'en cours']"
CLC,France métropolitaine et DROM,False,,http://www.statistiques.developpement-durable.gouv.fr/n ous-contacter.html,email,Environnement,"Inventaire biophysique de l’occupation des sols et de son évolution selon une nomenclature en 44 postes. Cet inventaire est produit par interprétation visuelle d'images satellite. L'échelle de production est le 1/100 000. CLC permet de cartographier des unités homogènes d’occupation des sols d’une surface minimale de 25 ha. Cette base de données a été initiée en 1985. Les millésimes 1990, 2000, 2006, 2012 et 2018 ont été réalisés.",,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,25 ha|1:100000,False,True,True,False,False,True,True,2021-01-12T00:02:00.000Z,2021-01-12T00:02:00.000Z,2018-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,CORINE Land Cover,,SDES / MTES,DataGouv|Géoportail,,False,Occupation des sols,None,Environnement,Y6,https://www.statistiques.developpement-durable.gouv.fr/corine-land-cover-0,"['1990 – 2000', '2006', '2012', '2018']"
ARIA,France métropolitaine et DROM-COM + étranger,False,,barpi@developpement-durable.gouv.fr,email,Environnement,,Sols|Air|Eau,Indicateurs socio-démographiques,Indicateurs socio-démographiques,Commune,False,True,True,False,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,,Non renseigné,,"Analyse, Recherche et Information sur les Accidents",,BARPI / DGPR / MTES,ARIA,,False,Accidentologie,None,Population et société,Annuelle,https://www.data.gouv.fr/fr/datasets/analyse-recherche-et-information-sur-les-accidents/,['Non renseigné']
,France métropolitaine,False,,INPN,email,Environnement,"Sites naturels européens, terrestres et marins, identifiés pour la rareté ou la fragilité des espèces sauvages, animales ou végétales, et de leurs habitats.",,NDVI,NDVI,Coordonnées xy|Code INSEE,True,True,True,False,False,True,True,,,2020-01-01T00:12:00.000Z,Non renseigné,,Natura 2000, Biodiversité,MTES,DataGouv|Geoportail,,True,Recensement des sites naturels|biodiversité,None,Environnement,Régulière,https://inpn.mnhn.fr/site/natura2000/stats,"['2007', 'en cours']"
PGS,France métropolitaine,False,,,email,Environnement,Visualisation des plans de gêne sonore (PGS) aux abords des aéroports. Les plans de gêne sonore délimitent des zones dans lesquelles les riverains peuvent bénéficier d’une aide à l’insonorisation de leur logement,,Bruit,Bruit,,False,False,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,,Non renseigné,,Plan de gêne sonore,Agents Physiques,MTES,,,False,Bruit,None,Transports,Irrégulière,https://www.geoportail.gouv.fr/donnees/plan-de-gene-sonore-pgs,['']
FILOCOM,France et DROM (depuis 2015),False,,SDES,email,Environnement,"Le fichier contient à la fois des informations quantitatives et localisées décrivant des logements, mais aussi sur leurs occupants. La présence d'un identifiant logement unique et stable dans le temps permet de reconstituer les parcours des logements",,Indicateurs socio-démographiques|polluants de l'air intérieur,Indicateurs socio-démographiques|polluants de l'air intérieur,Commune|IRIS,True,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2017-01-01T00:01:00.000Z,Non renseigné,,Fichier des logements à la commune, Indicateurs géographiques et socio-démographiques,SDES / MTES|DGFIP,,,True,Locaux à usage d'habitation,None,Population et société,Y2,https://www.casd.eu/source/fichier-des-logements-par-communes/?tab=1,"['1995', '1997', '1999', '2001', '2003', '2005', '2007', '2009', '2010', '2011', '2013', '2015', '2017']"
,France métropolitaine,,,contact.geoservices@ign.fr,email,Référentiel,"La BD TOPAGE® se compose des jeux de données * des cours d'eau, plans d'eau, tronçons hydrographiques, surfaces élémentaires, noeuds hydrographiques (sources et exutoires), limites terre-mer, bassins hydrographiques et bassins versants topographiques (ces trois derniers jeux de données * seront remplacés par des données plus précises à moyen terme).",Eau,,,LatitudeLongitude,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,BD Topage,,OIEau,,Lambert93|WGS84,False,Référentiel hydrographique français,None,Environnement,Annuelle,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/3b3d3c56-d9b6-4625-a57e-ba054e798274,['2019']
,France métropolitaine et DROM,,,sandre@sandre.eaufrance.fr,email,Environnement,"L'article R211-94 du code de l'environnement, transposant dans le droit français l'article 5 et l'annexe II de la directive Eaux Résiduelles Urbaines (91/271/EEC UWWT) définit les zones sensibles comme les masses d'eau particulièrement sensibles aux pollutions, notamment celles dont il est établi qu'elles sont eutrophes ou pourraient devenir eutrophes à brève échéance si des mesures ne sont pas prises, et dans lesquelles les rejets de phosphore, d'azote ou de ces deux substances doivent, s'ils sont cause de ce déséquilibre, être réduits.",Eau,Polluants de l'eau,Polluants de l'eau,LatitudeLongitude|1:50000,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-19T00:03:00.000Z,Licence Ouverte Etalab,Attribution,Zones sensibles - France entière,,OIEau,,,False,Cartographie des masses d'eau sensibles à la pollution,None,Environnement,Irrégulière,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/de76fc76-3285-45ff-8e46-b54cc34ee870,['2018']
,France métropolitaine,,,ZoneVuln@oieau.fr,email,Environnement,"Chaque zone vulnérable correspond à un arrêté préfectoral (préfet coordonnateur de bassin) après avis du conseil départemental d’Hygiène, du conseil général et régional et du comité de bassin. Les zones vulnérables sont réexaminées au moins tous les 4 ans. Le périmètre des zones vulnérables est défini par circonscription administrative de bassin selon 2 modalités:1) Limites communales : Il s'étend sur la limite de l'ensemble de communes désignées en zones vulnérables.2) Limites cadastrales (infra-communale): Il s'étend sur les sections cadastrales retenues pour les communes désignées en zones vulnérables.",Eau,Polluants de l'eau,Polluants de l'eau,LatitudeLongitude|1:50001,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,Zones vulnérables - Métropole,,OIEau,,,True,Cartographie des zones polluées par l'eau,None,Environnement,Irrégulière,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/8ddc0f01-6708-4b23-a79a-e9bac3beeee6,['2020']
,France métropolitaine,,,ZoneVuln@oieau.fr,email,Environnement,"Chaque zone vulnérable correspond à un arrêté préfectoral (préfet coordonnateur de bassin) après avis du conseil départemental d’Hygiène, du conseil général et régional et du comité de bassin. Les zones vulnérables sont réexaminées au moins tous les 4 ans. Le périmètre des zones vulnérables est défini par circonscription administrative de bassin selon 2 modalités:1) Limites communales : Il s'étend sur la limite de l'ensemble de communes désignées en zones vulnérables.2) Limites cadastrales (infra-communale): Il s'étend sur les sections cadastrales retenues pour les communes désignées en zones vulnérables.",,Polluants de l'eau,Polluants de l'eau,LatitudeLongitude|1:50002,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,Zones vulnérables - Historique,,OIEau,,,True,Cartographie des zones polluées par l'eau,None,Environnement,Irrégulière,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/3cc9aee4-25ee-473e-8139-f4ddfdcff7ba,"['2007', '2013', '2015']"
SIE,,,,,email,Environnement,,,,,,False,False,False,False,False,False,False,,,,,,Système d'Information sur l'Eau,,OIEau|AFB,,,,,Non renseigné,Environnement,,,['']
RENECOF OR,France métropolitaine,False,,ONF,email,Environnement,Observation de la santé du peuplement.  Description pédologique des profils du sol.  Suivi physico-chimique des sols.  Inventaire de la composition floristique.  Suivi phénologique du peuplement .  Suivi de la nutrition minérale des arbres  Suivi des chutes de litière  Suivi des dépôts atmosphériques hors et sous couvert forestier  Suivi de la chimie des solutions du sol  Suivi des concentrations en ozone de l'air et des symptômes associés sur la végétation.,Sols,NDVI|pesticides|polluants du sol,NDVI|pesticides|polluants du sol,Site,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2021-01-01T00:01:00.000Z,Non renseigné,,REseau national de suivi à long terme des ECOsystèmes FORestiers,Biodiversité,ONF,,,False,Ecosystèmes forestiers,None,Environnement,Irrégulière,http://www1.onf.fr/renecofor/sommaire/sites,"['1992', 'en cours']"
,Europe,False,,support-sales at soda-is dot com,email,Environnement,"Measuring the exposure of individuals and populations in Europe to UV radiation by using the data of meteorological satellites. From the UV database prepared by ARMINES (Prof. L Wald), an atlas of UV irradiation has been developed by averaging daily UVA and UVB irradiations per month and for four 5-year periods (1988-1992; 1993-1997; 1998-2002; 2003-2007) for Europe as a whole and for individual countries in the region, for UVA, UVB and total UV irradiations, at both absolute and relative levels.",Air,Radiation,Radiation,Coordonnées xy,True,True,True,False,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,2017-01-01T00:07:00.000Z,,,Eurosun / HelioClim 1,,Public Health Executive Agency,,,False,Exposure of individuals and populations in Europe to UV radiation,D,Santé,Quotidienne,http://www.soda-pro.com/web-services/spectral/uv-from-helioclim-1,"['1985', '2005']"
Pollen,France métropolitaine,,,rnsa@rnsa.fr,email,Environnement,Concentrations dans l'air des pollens et des moisissures atmosphériques ,Air,Polluants de l'air,Polluants de l'air,Ville,False,False,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,Non renseigné,,Pollens et moisissures,,RNSA,,,False,Aérobiologie|Qualité de l’air|pollens|moisissures,D,Environnement,Hebdomadaire,https://www.pollens.fr/reports/database,"['1987', 'en cours']"
Gazel'Air,France métropolitaine (hors Corse),,,dse-infosan2@santepubliquefrance.fr,email,Environnement,"Concentration annuelle au PM2,5, PM10, NO2, O3, SO2, benzène, de 1989 à 2008",Air,Pollution de l'air,Pollution de l'air,Maille 2kmx2km,False,False,True,False,True,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,,Non renseigné,,Exposition à la pollution atmosphérique dans le projet Gazel'Air,,Sante publique France,,,False,Pollution atmosphérique ambiante,Y,Environnement,Non renseigné,,"['1989', '2008']"
,Non renseigné,,,,email,Santé,"""Association des activités professionnelles et de l’exposition aux métaux avec deux maladies neurodégénératives à partir du Système National des Données de Santé""",Air,Exposition professionnelles,Exposition professionnelles,Non renseigné,False,True,True,False,True,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,Non renseigné,,Croisement INSEE/DARES (thèse Tim Vlaar),,Sante publique France,,,False,Exposition aux métaux et activités professionnelles,Non renseigné,Santé,Non renseigné,,['Non renseigné']
RGA,France métropolitaine et DROM,False,,Agreste,email,Environnement,"Le Recensement Général Agricole établit des statistiques sur le nombre d’exploitations, les orientations technico-économiques des communes, les surfaces agricoles utilisées, les productions et surfaces concernées, les surfaces toujours en herbe, et les surfaces herbagères principales. Ces données sont donc qualitatives, et communales.",Sols,Pesticides|NDVI,Pesticides|NDVI,Etablissement|Coordonnées xy|Adresse,False,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2010-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,Recensement Général Agricole, Indicateurs géographiques et socio-démographiques,SSP  /  Ministère de l'Agriculture et de l’Alimentation,DataGouv,,True,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Y10,https://agreste.agriculture.gouv.fr/agreste-web/,"['1970', '2010']"
,France métropolitaine et DROM,,,SSP ministère de l'Agriculture,email,Environnement,,Sols,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Département|Région,True,False,True,True,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2021-01-12T00:04:00.000Z,Non renseigné,,Utilisation du territoire, Indicateurs géographiques et socio-démographiques,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Annuelle,https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAANR_1/detail/,"['2000', '2020']"
,France métropolitaine et DROM (sauf Mayotte),False,,SSP ministère de l'Agriculture,email,Environnement,,Sols,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,France entière|Métropole|DOM,True,True,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2020-01-22T00:01:00.000Z,Non renseigné,,"Orientation, taille, statut et mode de faire-valoir des exploitations", Indicateurs géographiques et socio-démographiques,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Irrégulière,https://agreste.agriculture.gouv.fr/agreste-web/disaron/ESEA16_3/detail/,['2016']
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,Environnement,Ensemble des exploitationsPetites exploitationsMoyennes et grandes exploitationsMoyennes exploitationsGrandes exploitations,Sols,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Département|Canton,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2019-01-03T00:12:00.000Z,Licence Ouverte Etalab,Attribution,Cultures par canton, Indicateurs géographiques et socio-démographiques,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/RA_3013/detail/,"['2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,Environnement,EnsembleMoins de 1 hectareDe 1 à moins de 5 hectaresDe 5 à moins de 10 hectaresDe 10 à moins de 20 hectaresDe 20 à moins de 30 hectaresDe 30 à moins de 50 hectaresDe 50 à moins de 70 hectares70 hectares ou plus,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Département|Petites régions agricoles,True,False,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2019-01-12T00:07:00.000Z,Licence Ouverte Etalab,Attribution,Principales cultures par tranche de superficie et par petites régions agricoles,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,True,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/RA_6013_2/detail/,"['2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,Environnement,Exploitations en ayantSuperficie correspondante (hectares),,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Région|Département|Commune,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2018-01-02T00:03:00.000Z,Licence Ouverte Etalab,Attribution,Cultures par commune,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,https://www.data.gouv.fr/fr/datasets/agreste-donnees-communales-resultats-des-recensements-agricoles-par-commune/ DataGouv,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_1013/detail/,"['1970', '1979', '1988', '2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,Environnement,Exploitation en superficie correspondante (hectares),,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Parc nationaux|Parcelle|Maille 1hax1ha,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2018-01-20T00:02:00.000Z,Licence Ouverte Etalab,Attribution,Cultures par parcs nationaux et parcs régionaux,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_7313/detail/,"['2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,Environnement,Nombre d'exploitations en cultivantSuperficie de la culture (ares)Superficie agricole utilisée (SAU) (hectares)Produit brut standard (PBS) (milliers d'euros)Volume de travail (UTA),,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Région|Département,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2017-01-13T00:12:00.000Z,Licence Ouverte Etalab,Attribution,Vignes,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_0017/detail/,"['2000', '2010']"
,France métropolitaine et DROM (hors Mayotte),False,,SSP ministère de l'Agriculture,email,Environnement,"Il s'agit ici de la superficie drainée ou assainie par un réseau de drains enterrés. Ne sont pas prises en compte les superfcies dont les drains n'évacuent plus, ni celles qui ne sont drainées que ponctuellement (captage de mouillères), à l'aide d'un seul drain et non d'un réseau.",,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Région|Département|Commune|Canton,True,False,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2017-01-09T00:08:00.000Z,Non renseigné,,Carte interactive - part de la superficie drainée dans la superficie agricole utilisée (SAU) en 2010,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Irrégulière,https://agreste.agriculture.gouv.fr/agreste-web/disaron/Carte-RA-saudrai10/detail/,['2010']
,France métropolitaire et DROM (hors Mayotte),,,SSP minitère de l'Agriculture,email,Environnement,"Les surfaces agricoles et les cheptels sont valorisés selon des coefficients permettant le calcul de la production brute standard (PBS). Ces coefficients résultent des valeurs moyennes calculées sur la période 2005 à 2009. La PBS décrit un potentielde production des exploitations et permet de les classer en « moyennes et grandes exploitations » quand elle est supérieure ou égale à 25 000 euros, en « grandes exploitations » quand elle est supérieure ou égale à 100 000 euros.",,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Région|Département|canton,True,True,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2017-01-09T00:08:00.000Z,Non renseigné,,Carte interactive - production brute standard (PBS) moyenne par exploitation en 2010,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Milieux agricoles,None,"Agriculture, pêche, sylviculture et alimentation",Irrégulière,https://agreste.agriculture.gouv.fr/agreste-web/disaron/Carte-RA-pbsmoy10/detail/,['2010']
BRAMM,France métropolitaine,False,,sleblond@mnhn.fr,email,Environnement,"Le dispositif BRAMM permet de cartographier et de modéliser les concentrations en contaminants métalliques et azoté dans des mousses forestières sur l’ensemble du territoire métropolitain. Des campagnes quinquennales sont réalisées depuis 1996 (1996, 2000, 2006, 2011 et 2016) et portent sur environ 500 sites de collectes répartis sur l’ensemble du territoire. Ces sites sont localisés en milieu rural, loin des sources locales de pollution, et forestier, sous couvert arboré. Description générale du site ; Valeurs de concentrations en éléments (Al, As, Cd, Cr, Cu, Fe, Hg, N, Ni, Pb, Sb, V, Zn + autres éléments selon les campagnes )",,Polluants de l'air,Polluants de l'air,Site|Coordonnées xy,True,True,True,False,False,True,True,2021-01-08T00:03:00.000Z,2021-01-08T00:03:00.000Z,2021-01-01T00:02:00.000Z,Licence SINP,,Biosurveillance des Retombées Atmosphériques Métalliques par les Mousses,,UMS 2006 Patrimoine Naturel,OpenObs|GBIF,,False,Qualité de l'air,Y5,Environnement,,https://inpn.mnhn.fr/espece/jeudonnees/2567,"['1996', '2016']"
,France métropolitaine et TOM,,,Non trouvé,email,Environnement,Cartographie national de bruit produite par le Cerema pour le rapportage européen,,Bruit,Bruit,,False,True,True,False,False,True,True,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,Non renseigné,,Cartes stratégiques de bruit - rapportage européen,Agents Physiques,Cerema,,,False,Bruit,None,Environnement,Non renseigné,https://www.eionet.europa.eu/,['1994']
,Union Européenne,,,http://www.orhane.fr/contact.php,email,Environnement,Cartographie de bruit et de la qualité de l'air calculé par Cerema,,Bruit,Bruit,,False,False,False,False,False,False,True,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,Non renseigné,,ORANHE,,Cerema,,,False,Qualité de l'air et Bruit,Non renseigné,Transports,Non renseigné,https://www.orhane.fr/,['2017 – 2022']
,France métropolitaine,,,Steve Darry -Cerema,email,Environnement,Données de traffic recueillies auprès des gestionnaires d'infrastructures autoroutières,,Bruit,Bruit,,False,False,False,False,False,False,True,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,Non renseigné,,plaMADE,Agents physiques,Cerema,,,False,Trafic routier,Non renseigné,Transports,Non renseigné,Non disponible,['']
SISE-Eau,France métropolitaine et TOM,,,,email,Environnement,Prélèvements réalisés de janvier à décembre 2020,,Polluants de l'eau,Polluants de l'eau,Commune|UDI,False,False,False,False,False,False,True,2021-01-30T00:06:00.000Z,2021-01-04T00:08:00.000Z,,Licence Ouverte Etalab,,SISE-Eau,,SISE Eau,,,False,Contaminants de l'eau,Non renseigné,Environnement,,https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_,"['2016', '2021']"
CNEP,France métropolitaine et TOM,False,,ANSES,email,Environnement,"Menée par l’ANSES, lancée en juin 2018 sur 12 mois. Mesure (protocole harmonisé) de 75 substances ; 1 300 analyses pour chacune de ces substances. 100 000 données collectées sur une année, 1 800 échantillons analysés et 75 substances mesurées sur 50 sites répartis sur le territoire national",,Polluants de l'air,Polluants de l'air,Région|Département|Commune|Site de mesure,False,True,True,False,False,True,True,2021-01-04T00:08:00.000Z,2021-01-04T00:08:00.000Z,2020-01-29T00:06:00.000Z,Non renseigné,,Campagne Nationale Exploratoire des Pesticides,Pesticides,ANSES|INERIS|ATMO France,,,False,Pesticides dans l'air,Non renseigné,Environnement,Non renseigné,https://www.lcsqa.org/fr/rapport/resultats-de-la-campagne-nationale-exploratoire-de-mesure-des-residus-de-pesticides-dans,"['2018', '2019']"
,France métropolitaine,False,,Atlasanté,email,Environnement,Couches géographiques des secteurs appartenant à une même UDI par région et par année,,Polluants de l'eau,Polluants de l'eau,Région|Commune,False,False,True,False,False,True,True,2021-01-05T00:08:00.000Z,2021-01-05T00:08:00.000Z,,Non renseigné,,Couches géographiques des secteurs,Indicateurs géographiques et socio-démographiques,ARS,,,False,Qualité de l'eau,Non renseigné,Environnement,Annuelle,https://www.atlasante.fr/geonetwork/srv/fre/catalog.search#/home,"['2015', '2020']"
